groupid,gender1,gender2,gender3,gender4,round2score1,round2score2,round2score3,round2score4,round3score1,round3score2,round3score3,round3score4,participantlabel1,participantlabel2,participantlabel3,participantlabel4
152,0,0,0,0,19,19,19,8,20,19,16,8,6697c1d5bc02db8aedeb0545,60fe7bf61c7567f5cca9ade6,600ca855f894621c7d38f30b,662e8362fe2934ca86a16596
153,0,0,0,0,13,1,13,8,9,1,17,8,60da52bf65d411616da8d86d,665f117be1c0d33d87759252,62a212208e8395cfb1c4e42b,582afed4ce3a0e00010b3245
154,0,0,0,0,16,16,3,11,17,17,10,16,5c7aa97a6b5631001745891f,63e5210201b2b25c259e1d7a,66298e2fe1e358fe59421a71,66ace00c70c7011bd222d5c2
155,0,0,0,0,24,9,11,17,17,8,9,24,5ee28b04c21e4b3d41f5dd8b,66dcc8e668505909000d5fde,616ef680ab8ca318a227f5ec,5ea9a6a68db51d0dfd2edfe2
156,0,0,0,0,11,10,11,8,14,11,18,6,5a23ff0d84da9c0001b6db6f,5f7e292bc98b530dc2c16c4d,66de2f11d6c88bf38e2728f9,5cb036f10f8f9800198a79b8
157,0,0,0,0,12,20,18,18,19,11,12,18,664d3ff00a00a73398ac3f4f,5e1cb1c3457f3c035830437a,6341b7b2e340e467cab1363b,5b8d02845548a50001e644ac
158,0,0,0,0,24,5,11,9,18,9,5,14,5b51e5f2fde5fe000162df3a,6325482a5da955ebe4a72c93,66b9d46b03a99bd2a4709656,63ea482d6ae0b5055dd4c706
159,0,0,0,0,8,16,11,13,10,17,18,16,5f20817e92b4d83793b52912,59fabb7e38ed430001be6965,5d4e7fd19e116b0001c1f5e3,66c6133252fcbe47f5701f53
160,0,0,0,0,22,12,12,13,12,14,8,16,665a00979321891e46eeb8f1,5b0b8252e9270900013ba88f,60ddfe81bed47796fa7f8ead,5f7ee2af49f7a51d751d7d98
161,0,0,0,0,3,14,20,12,3,10,17,13,6078af12106ee122215504da,6756cea616d9a69458359c72,637f8a6ce46b21fb1a910c7d,667d404c940badc47d80d670
162,0,0,0,0,11,24,17,16,9,16,16,16,5c923052b788a200017072de,563f734bcbd4c60005dc9442,665f5cf11621549f0dc06fb6,660df062b833ef9ddc64276a
163,0,0,0,0,16,2,12,9,15,9,10,16,5a708ef2f1530b000103bfab,6131cf26789b852407155d60,5f0c9a9c5360b60f4118e168,617323e630f3fa36361cb35b
164,0,0,0,0,10,11,8,5,16,5,12,13,628f83dc5398c04bac86f9e6,63dab24ece887158c2adb6d7,606a3cf263a18869ac8ee0ed,5dd329e3270f4433de53299a
165,0,0,0,0,22,37,5,8,16,26,10,10,57b4face0fc08b00019fe2fe,55da1c4669dbc30010b67569,6130cdbb53f773b3125576a7,66828964434e3570607d323d
166,0,0,0,0,13,8,27,1,19,9,21,3,60ab9e649e9587f020d43ede,648ae805d9e92af3789c074e,6405b9bcaa464300e6660d7d,5d7bcad21cb70e0019f84c81
167,0,0,0,0,16,12,14,1,11,19,11,2,67770daddb32ae2eeb3bd522,67605adf79e021c984b722fc,6320cfe2d0cbd240bb5532d9,67e1cbba03e8e106c4823742
168,0,0,0,0,16,8,21,6,24,10,26,2,628fc75b2561940f60f57b37,5ae2641f5cd05500015ece71,5d53bffa147a7d00015aae5a,5cb4b413a17c7300154f8b60
169,0,0,0,0,19,18,8,5,16,17,13,8,5afb8ab925561e00013b29e0,6717f0ac88d9f27d9b79af31,65c12f748c1ed7690f805fb4,6548ecb8df0db5617e001aef
170,0,0,0,0,13,16,12,17,12,18,9,18,5b6d9fa021dca60001d13f02,67676c64636d1669c5790324,5e299f15090b9b000c8e768d,62e96074d284fa3f5ae4ac5d
171,0,0,0,0,4,16,16,17,8,10,9,17,5a0d8077f2e3460001edb910,5d87a74208667b0001eff922,601ecf037d641438c0840330,6394a8f1f510b07aeaf465e0
172,0,0,0,0,14,25,16,18,16,26,13,19,62b6ded74322ef992b784ce0,628b918c429f302a743f39d8,6776ad73bfab8454b0c2de46,5ae8226062c7f200018d67d7
173,0,0,0,0,24,3,20,17,20,8,0,16,63d3fb730f03adf8b4a28a37,5e8f89db8ed06f27d73030ae,5e1c6f19a411c946eb012481,644183766b1387e7b9a7b428
174,0,0,0,0,10,10,24,31,9,10,22,17,656120c869878f51dec01771,56bbad070b36c4000b4d4ef9,5e736c9f4e8cdf034bdfa5c3,59e74a640fb3a90001bd9867
175,0,0,0,0,8,17,8,14,13,17,10,17,5de30dd39a9da5342d09f2e8,67f45e1b361e2b3ebc9e7ed7,5c478dae685da800014c8119,673775b8e50e84ab46068f30
176,0,0,0,0,18,19,16,26,16,16,19,24,6632e5e41f3afd573a1d88ca,644165bc29af5764483dc6b4,5e3dec90ce522506a9045e17,5e79b84d4633bc575ddb3812
177,0,0,0,0,21,12,10,17,17,16,13,19,67ccf7fbbe84c977587b8b53,6533d9ae7044b1ee2d07c719,5a0a02fba383a100011b4b5e,660fd6dbb6db38a13b6d0b12
178,0,0,0,0,12,24,10,17,16,19,13,9,6645621354cd60cce6062edf,62ce97db1fa788670dea28c2,5996d2256b939900012d9f22,5b780cc655f12e0001b4d85a
179,0,0,0,0,18,8,16,25,16,2,11,21,5bc9f8b677740000016a08b5,68109d22b0ba84c17333ecab,67ace9b8a3dada8f64274fd7,61f2abdca09e72f23cbaf4c4
180,0,0,0,0,9,24,8,22,1,25,16,17,60fc2ec58ad0da367daee3c1,60fd899fb1dedc18508c91fe,651ab308d328995f86b262ff,5c7ea15cb215c6000122b48d
181,0,0,0,0,8,16,13,25,12,18,16,19,5eaeb7b38955ea0009bd605d,611a84cad4328e2779125bdd,6768a2ca0ca35b5b96173a4f,603659d5c391045d1e4b332b
182,0,0,0,0,12,23,8,1,17,21,10,8,616d3d7cbf9e78d1a6e3219e,5fd6f37a0ffc7b67ce2a73a3,6384d22d9e3fdcdc88a6a465,63c5c3192e709e19fc67d5dd
183,0,0,0,0,17,10,12,18,13,12,10,9,5e6387b1b7d70b10675e3a26,66869ffdfbb0e002547a2c8c,66a0482a1dd1b65608109f4c,67465ccb613e7af115404b6d
184,0,0,0,0,11,19,16,13,11,19,25,16,5f1301b0bbe07d00090dd94a,677417041a1a8eacd86ed803,66439c3bab98bb0158f84946,5e0efd517adf4b61a5d1c34a
185,0,0,0,0,10,19,16,8,16,17,9,13,6266b0409582f553a3e10d9a,665f69cd70e8c082c51c8ffb,665a435b7eca73af5ef379aa,6666c0a8a6946a690bc0cdbf
186,0,0,0,0,18,18,8,14,24,23,10,13,665f363926a6a1266578e3db,655f8b959477c803eb906622,652f102802f99197634d599a,5beb23c7524a340001927005
187,0,0,0,0,11,18,12,11,16,16,16,9,55999e94fdf99b37246adab5,5deed93eb235fc5888f1fcd5,5f32de1ebd944907faf937f4,5e6b034bffc1a90c3fe8c234
188,0,0,0,0,18,10,8,4,19,11,11,9,6719d46fdbfd7417400b9076,66c83309d5574d06554041d7,61f2adffa09e72f23cbaf9e9,5e0b416415ef4038dba6d93f
189,0,0,0,0,9,16,13,3,18,6,22,7,65dde97292c3b8d0e4fa00d7,64da2accd7f18b0adeede7ba,6680b6b7c8f890d0ba3d546d,6077314ace74aa8fd3f90e9c
190,0,0,0,0,19,16,5,11,18,17,8,14,5f2de2dbf9dbae126ed085b0,676d346f257c35fb4c43e63b,64d51bcdead49bdcdb2ddc37,65be503049b019b9990351c0
191,0,0,0,0,8,4,26,14,8,2,24,19,5dd61a909ca8a35c14d8d610,5938102fcd539c000157c468,5e58333d4b439f04b1069026,5c5225d8a163ac0001721f01
192,0,0,0,0,9,18,26,10,13,17,27,1,67450946b04fde22747d21e2,5bf1c9d332cb3b0001f6f1c3,628e0063fa56e316da2a71cb,660b8a64848fe5d8cc2c5444
193,0,0,0,0,8,10,2,21,2,4,5,19,66509dfc95969d3e9c64f2f1,5c9749b849784d001b486f6a,67793acc4f150df7c4ef6898,62d59b380be0866cf039e0ee
194,0,0,0,0,25,6,3,3,17,5,9,6,5ee8a1f8cb29be03d30ec3c8,5c7fd0c8cfd4e30016991f5e,62ed08434085fad9eefdfe1a,636d39168fe0bc0570ee8da0
195,0,0,0,0,24,17,8,24,19,10,10,22,677d87faabcf1e93c8c18c5e,58e4193733ae3700012735e5,5934a676e7866d0001618b81,607668ac450fc6e3025a131d
196,0,0,0,0,32,11,9,24,17,8,17,20,63e534e8ae837950bc60d88b,56e68157f6ed90000ba5855c,5c01d3c509e9c70001500b10,59cfc4ff4f2d3d0001d8e01c
197,0,0,0,0,18,12,2,17,11,8,3,11,6676fda311dfa673f23a882b,6643cb93892f9fea9beb94ea,67e18df3adc77c0702ba396b,6692fc372bd15cf7a058bada
198,0,0,0,0,8,3,19,24,8,8,24,16,663442d7d93b6a44b72baf84,5cec2831539ced0017fbc5f4,67001b28a9974a03b6ffec54,661ea4cacedd4c83df3a2dcb
199,0,0,0,0,11,13,17,16,9,16,18,16,66106426fc5e2e2bccfb8c60,614ca018863895a0b6724719,6744d143eddffd17d345b192,676aa3e3cd798fba4a28a981
200,0,0,0,0,16,11,17,16,16,20,13,12,6401000aab3cfc2606de05d1,66294c688bad7715018bfd57,67606663e5ad15d60ffeb222,62e41888387197b61ec6eb6f
201,0,0,0,0,17,16,17,5,19,20,19,13,6745c21dc57fa61bad7e6021,63e68adecf06a17a744aad3c,5c96c61d9e64c70001944a5e,6455884a3cad8cc5fcd612ff
202,0,0,0,0,9,12,16,16,8,14,17,8,64666a24d4af630f6124f177,633a8be44f23dc34d88d3f45,5c51bcaeb7449200013a8517,5ff07b5ee7a1d23e719e421e
203,0,0,0,0,16,15,17,30,11,14,16,26,6760b03ce979c0488f1d86d2,66758256541e113829257ffa,662aa1095c1c5061a0121a13,6384fc5695a4edef691103c0
204,0,0,0,0,17,16,9,14,16,17,12,10,672fca8c0fdf7ce0bc6578ca,64f20ee199492707b9c9cf7c,63fcfd532173ce9f787ddb9f,5d51ad87e02e5500182bb86e
205,0,0,0,0,17,10,4,20,16,13,0,20,601bbb6343f342598bbb38ea,666c7bc0c79c2f2b53f89cbf,59a419b35b314a0001f8a816,66a1b601c757d7182980cbc2
206,0,0,0,0,13,16,3,17,14,16,3,11,61167ac051d9dca3173af391,67bcdb18c5a07dca6589a461,65e01ed82bf613ad0f3d1bf0,67d6838d9d907f59aef03ac5
207,0,0,0,0,20,11,12,12,13,10,10,11,5bd3454113e7dd0001f21591,68123a73ba06c472ccd5edb8,60eead911e567d29abb34468,5ea7f2a576434f0008303441
208,0,0,0,0,9,13,16,24,10,10,16,27,65c998c4936d1e6b58b6066e,66ce0bf15319524cb74dd391,677c0b4d4999ae42b76763cf,66847cc7c67232fae11af5b3
209,0,0,0,0,11,16,10,20,22,18,16,14,67e9e4a4cddd6331b90f280c,62e9500d5a48042efb992a4a,632b54f5fa1b0a56ffe31f6e,6642bc68a8130f486d2ae4b0
210,0,0,0,0,10,4,16,8,3,8,16,12,6384fe2038dec3b99036f822,6088c08b5db0d7af3daf4b69,66649e9eb72745f04a4f733c,66c1fd214577c228c0d0b287
211,0,0,0,0,11,13,10,9,11,11,9,2,5c06063cf7595100015c30f6,66585ecc44201efc39f333bc,66f5617d6ea358aa9f275019,67607822011157efb2ce5ca1
212,0,0,0,0,16,17,16,16,17,16,21,20,5eeeb4ef8bee9f136a054a69,66e5f4e554874b456b779ccd,67b9d746fcdac8285c79cb7e,5e1d0bdfdc1a170a132a6980
213,0,0,0,0,20,10,4,17,20,16,6,16,62682277645054f5802459b8,6527fa167b587d5d0588ee51,67f067f743c72104040dc225,5cb7141339f9fa00161a93dc
214,0,0,0,0,13,9,17,0,12,5,10,10,67765cb5eae26d06c3116c3a,5d22526f851927001e3a515a,66d0e8813c0a69291c362cba,66a5e9bf64622c59576661f8
215,0,0,0,0,6,24,9,24,10,25,9,18,5803cb9a3073510001231d82,60342244209dba1bf40d4923,55d30a27da14d70010952ff9,6745a384e3eddc0dfa508d65
216,0,0,0,0,18,17,9,1,16,17,8,10,5d95dfca33f8930017e85486,6658ca2b92efe5c33798f1b4,5ba2a1c8c96df90001ce9159,5bcdc51fad25080001447512
217,0,0,0,0,8,12,5,20,8,10,11,16,60ff664e9ae344f5df8f5d8a,5cf619f126815f0016154537,65312507684ab813603caab9,676acaa010ba72df3ec0d6fb
218,0,0,0,0,8,17,10,23,11,19,3,18,6134e3d48d0eaa5c8fe8c25e,6696d500efb73d5f0e5614a4,5c50b6dc172b6c000177a036,614a8c315301f6c3b736a6d3
219,0,0,0,0,20,12,0,18,20,11,9,12,681472219a1849c66000e17d,65537e14439274fe5036b4d2,62d5cef0d9f0379a81a33cf1,60fd0e2370b0618ffb3ef323
220,0,0,0,0,16,20,17,11,18,32,22,9,6385fd4f0e0133c619851b7e,60cf0d251a90eb823bc9b740,5e8d96efe32229018dec69dd,5ff07f8ed4f1e4f565b3a4a2
221,0,0,0,0,8,11,4,13,3,16,5,4,611bed11fa6a3b35c9226c29,5eec2516eef2124196123a06,5bd2a0799afb5b00015be460,65f0c791adc0b9907c85fc9b
222,0,0,0,0,24,19,12,12,14,20,17,10,666edcb0dc9f2e1de77b2e9e,5ec62902bb44c16b842128f9,629f2edb4e2e1d417c524cb7,64f22ad418d6bb613bca00e4
223,0,0,0,0,13,11,5,14,18,14,9,10,60daf6f39cd1f16839a1df96,5d445f038dd58b001afdeb32,66d06a724ded886289297dac,62a76cb3209f192d4ac62bec
224,0,0,0,0,13,28,18,16,11,19,10,19,67ec682ee20a5c164c2cb5bc,609ac2fa3340da7e2c5557ee,5f220c46ea65e6206aa0a74d,66ad08652f267eda0c1ce5f1
225,0,0,0,0,9,12,16,11,3,11,12,11,65c11201144370ab3f4da47a,5fb8c5a8bf771b29040065ac,60f80590e5d06cdf9efcb1bb,627ebc31883c7dd7c2220c7e
226,0,0,0,0,8,9,19,17,15,6,26,8,63614af3f714542282bd139b,60ec947c59e3dbd041e10e11,62b5e2bd8c3c515ab19b911a,65d863e56337aa59292ccd66
227,0,0,0,0,5,20,9,20,5,12,9,14,62d17e863da2a9a6b1847075,656535cfb6e6bea3d8637deb,60fd588771ae861f9244f93d,66a02d45a7db35d93c9f6a81
228,0,0,0,0,9,5,10,9,2,10,15,16,6789684706f53a6cd579c39d,63d2d8388a367c258ca82590,663e721c25f558c476b26fa6,673b92069c1c719dab99f59a
229,0,0,0,0,24,18,11,18,24,17,10,21,66635c83f5efa5f9a9ea12eb,672950c88194b010025e09b0,668af80d2c8213a68c956b9b,5dfbb0393ccda28c7a8e6ed9
230,0,0,0,0,14,10,25,11,13,14,20,13,6680a001ac541835a7e00e4b,66294177a2d171c3a831f21a,612e84246be2cbd9a86173f8,6517f127855e8baf0247b2dd
231,0,0,0,0,25,9,17,17,19,16,8,18,5cb8d06a75c0e10001540418,5d79375d794d900017671c07,667a1f5e23bc5cee5bdb0a89,606b6705399a272af8238dad
232,0,0,0,0,16,24,12,1,16,17,16,2,5a8e54c9f49c9a0001f3dc3f,63d69e4d6648b39324fdf0ad,62b2f74cf3794e252cc7d1a7,666876331622ba21262756da
233,0,0,0,0,14,9,8,19,19,10,9,20,6665cd88654aed261dac715c,5fc1ffc15478a5319b85ecd2,6658d105095fc1ce71c51d57,5c3285d953d7b1000193464b
234,0,0,0,0,18,18,13,16,17,13,9,19,67630f751df95f8fb373e275,608ab6edcbea5439dc2f537e,594533fd2a05040001c91593,61007ec7b65c2281b7a45058
235,0,0,0,0,24,16,13,25,17,22,16,23,5fed41e3e14422f5e308c6e5,667275e92f117a03aa5ada99,5c3a57328573720001af76be,5f4fc59aab8e460ca4a9a8b0
236,0,0,0,0,3,12,16,11,10,19,17,17,677446915ca6064173cd0c8f,66a356f556472a46c90f7f44,60bbdb37286980cc3ba6f309,5f119d6034b87902fdd7d772
237,0,0,0,0,10,13,16,12,8,16,16,9,5c28e9dfda51990001e3204b,5df97abeabec5d6fcbbc764d,5f1f3c16c16ecb113825c502,67ed4b365a68c09d63057dad
238,0,0,0,0,16,0,15,3,16,16,11,8,5deb9c5a4de9422935efe5e7,67605337c41b9ba5ae52a0c8,66c2091318660599101c91df,6731413b949994960fadc176
239,0,0,0,0,9,24,8,10,8,14,9,10,67672ae601aa0551d537d6dd,66a608dc0a4f33f35327e273,5f429a57a972c449ac21680e,632f7bec7eb646908138c15c
240,0,0,0,0,8,18,16,9,11,16,12,19,664d3306a354afdb587d4550,60991dd496888904e9201093,662e86c0ca96b47a056ccd7b,5b1d557444127b00013fec9e
241,0,0,0,0,25,21,16,12,26,19,18,17,5589cd58fdf99b18be3203af,67659224c577c7e97b074f43,5d8a7019508ab200177f4777,65959bfed43a65c4d24b7445
242,0,0,0,0,13,9,18,17,15,12,10,16,6716bd2fd505a62742990846,6346b5a6ea546c77fae4c827,5dd3e3cd5daaa63c5fdb7bb8,614fe10cc5f880c122bacc6d
243,0,0,0,0,16,10,11,16,19,9,17,17,669aabd2f2956d8f40491ae1,5b70758cf3dd6600010aa9eb,59497c498fb2140001afda85,613f1a905c611a282adbe933
244,0,0,0,0,8,10,13,17,10,9,15,17,660452d6f4aa3a41d687885b,66d4ec6fe6d7a979e98b5ff3,6659fb37cee75e81ac1c8e5c,5d09edb73d40080001655677
245,0,0,0,0,20,10,16,5,24,17,19,11,6652663969df798e71daa55a,62c79dafb9222348d5e5a90c,6709224f70eacdb20761ae3c,5e2c7806bb1a6e000cf7f2e8
246,0,0,0,0,16,10,20,16,10,11,17,13,6008132eb4bbfe3644a1d44b,5ce4eea02210eb0017870791,665b57089a7a5b542d4a2572,67bcc30d88ec34e969485538
247,0,0,0,0,20,11,19,10,16,3,20,3,61058ec065679950ffada919,5d3f7f33eb67080001cd7250,62fbb64f898f825360508915,66d55c698bda1d745f252702
248,0,0,0,0,13,9,8,12,13,10,18,19,636996ea342d81bfeae3b661,5c76a2d39dd0fe0001d9dfe0,6234866ad5f13fac2a5cf725,5f27f6a0e13d4e05d048335f
249,0,0,0,0,10,11,8,10,8,7,10,16,60f006a5558297e7dcfd5160,67a67d69cadaa10c63c83485,675c89cc4e1a6bad637f454f,595fd893a670a10001941bf9
250,0,0,0,0,16,19,12,11,21,16,9,21,572bcdbb34b25a0010ddd977,5c4f30828f1259000172240d,5810bb25b2432b00013e29ab,62a338ff37a7da5958bbbde9
251,0,0,0,0,13,16,20,11,16,13,20,11,571dd9b913b1b70009be2d86,63178a1fe6f0633e79a8aa26,676056c4ad585b4aeebf6154,5d921a2e34fc500016df8e5f
252,0,0,0,0,0,16,0,8,2,11,16,5,67a507f52decb8dbaacc29e3,63f794e7d8d24753edbbb136,5f171e9023611c038f0bd539,5e3c24894e7e1e000b2341f9
253,0,0,0,0,8,10,13,3,8,18,16,4,67be1d86f01089f6bc1677f1,6792b1e3e08ffea42164f5bb,665c955224ed3dc01981b68d,67dfdf77fa31c86fb35030aa
254,0,0,0,0,17,1,19,16,15,8,21,16,66d076c43e5884e2da9ba056,5c0873675b32d500012e3f2c,669dd02df8ab680490aec1c0,671f48ecd819545f1b044941
255,0,0,0,0,9,2,10,12,13,11,9,10,6022e90eaccb290e2f1b07a2,5fba1c3bc7bb9a62797d57d0,5b22507515a3250001f0ad78,5bd2034025db7b000178ad8a
256,0,0,0,0,12,16,19,16,11,19,18,17,66310bce1a0c0e0801d40dd6,5ec310cde88df1155e32bba6,6773ddcd48e01d9519ede71e,5f6b8930b9d9530b1b065360
257,0,0,0,0,20,11,18,11,21,16,17,16,5eddaa6d115bb4ac7e59f153,62c43b9bbd4c3991922ffa71,676574e0a2caa752387f1b1c,66e8697870b9f536f129e22a
258,0,0,0,0,17,8,12,16,20,10,17,16,67d14f0a60c7aabb0e904f59,56b27fed0ecc1f0005f70a92,5d4c217a97d8a600013b46cf,5ac337b6a3ba7a0001b48ad3
259,0,0,0,0,13,16,17,18,14,20,19,24,67f015260f679212b3c34caa,67215ddb4fe41f208fba792b,6790fdd894f8d92d7835134c,6745d0e515f67b1e4a4b756e
260,0,0,0,0,10,8,9,14,16,16,5,16,664502f636c5bc96a3e056cd,574c6d695bef980010b0e2c2,63d53d53a7a7b0379ba289cf,664d2361dc97bba3c2b8bbab
261,0,0,0,0,0,14,8,20,19,21,8,24,61bb371940db417c1a1389b4,5d1c9e7ec4ae24001782fc3a,6701c01f6fb3d34d3bed389e,6504910c35d87452e508483d
262,0,0,0,0,13,10,16,1,10,10,16,9,5dd5b42a2091e95798fbf574,601bd7b6f176775ca8d0cd76,57c57ea095a3ea00016e5a14,60e0bf29c82295dfeed33944
263,0,0,0,0,10,18,8,0,11,21,17,12,654a4619a18ddc5da58e0e24,68c9a8a7081a9fd11b20f4b5,663299ea88551960f4132bb7,670a0a98237adcfed719f255
264,0,0,0,0,16,1,17,16,16,9,12,8,5f20678a817321134bd74855,59ae654b5e7f4800010ef039,6579d7c67edb6ac7759794a4,628f6d4d2a3cf806fc7e01ff
265,0,0,0,0,21,7,18,19,17,11,16,16,67936ef71361a451201f9717,62fb7acaf60ed51dd71d3bfb,5a6914b835f26b0001499325,5d960c43fbfe0500171450c7
266,0,0,0,0,8,10,13,12,5,9,11,8,67fa7e6759da9b766a810f52,67eb05609784671d4a2cf76c,5de7900ceb1b0a6fe754b2c6,647205d8a9928c1f1f9ca9b9
267,0,0,0,0,26,8,12,8,28,9,20,8,5ec81f67a964d72d98c526f7,6630e36ad79d4c0051a4b2ee,6314c1e76c3f71e2127f1976,662d56e5cc343fb58134d622
268,0,0,0,0,10,5,9,13,9,16,19,11,63b5eb0ec316229203f1ddae,5ea16cb48366db01843ff38b,664c43b65dc4c4edec8c2569,644a53ac09de69785b70ec16
269,0,0,0,0,10,3,12,18,12,9,16,18,56494d5b6902220012c4acb7,67673cda94b4d0cf1a6a7382,5a11b458ab721b0001ef8884,6776ff337a445f68ee4103bf
270,0,0,0,0,9,3,24,22,13,10,17,24,664cf75a274468340c863527,615d886d49b254264bd724a6,650eec862c4d45554fa31e6a,66b74c830fc65b3da0928177
271,0,0,0,0,21,13,16,9,16,12,9,4,59692d61355b45000106c592,5dbe90f8965e863667a79ca8,653e7b7ab22b84283cd3a324,6773f183434dd88ea9b8ab5e
272,0,0,0,0,11,11,22,18,10,11,16,20,66e2abbef5fe9e10f5bff804,65c8d70512b2fc050e53d0d1,60013e83ea8d5829a85748e7,6701a9d094240edd26d1ea6d
273,0,0,0,0,18,8,8,8,17,8,10,19,668db0a372d0c41c15a558ba,65ef444cc7c7a97ca2802263,6549361190dc221dcf738b39,653d4d16b6d4d4f047567e34
274,0,0,0,0,8,10,18,18,18,13,19,20,64e36d981d00e7d7c45addc2,5d8272296cca0b001759f562,67134674e50a25ece1709462,6562177a48308eebbb6359ea
275,0,0,0,0,4,14,8,6,8,8,13,10,663e9572e6820841e1f0f60b,66d5fb4827efff6d57854f92,66324535fc1d7a68f0e2bdbb,66723440a3387f723e4abf22
276,0,0,0,0,16,17,20,12,12,13,16,8,662e214f43b3ced866b7e205,5eb4909c2f46f82f9280a49b,5a93e14b89de8200013ebd26,66e716471fa5fafede80d179
277,0,0,0,0,12,17,11,26,14,15,14,26,66a3809b8308b81516f8a530,5d6dfeb99020b1001fcad4c1,662945728093113a43ab8077,5e64da5ac34e832466061bf8
278,0,0,0,0,16,20,3,9,16,20,15,10,5be9784e18a71d0001317761,6775303ffcff24de28d66e72,65316cc42df1082ea53d162b,5e6bdd2a3ea572199bb7f6b6
279,0,0,0,0,3,30,11,24,3,19,5,17,66635bba3a9f49a2dd23cac3,66592dfcb3c1b6f73d81495c,676688f10526923c0a526ee4,575da735e6e5a10007016e41
280,0,0,0,0,16,3,17,8,14,4,19,10,5747ac9d5bef980010b0414b,62b5db48089258eeb74f68d2,66bb5ad727c62d0960db333c,671875576b2020e109fe82cd
281,0,0,0,0,9,14,10,17,10,11,10,16,666311bf052b40396333594e,672662cad8da4a990ea4bb95,676ab5766a0fd5889d8eb566,5b90635a877eab0001d7ba9e
282,0,0,0,0,8,27,17,13,16,19,11,20,5f09fab615ee6b0ab5235b15,59e795c062637600014a7d3f,66c764bb87f9e57e31bb6901,66bb7d98f671be44c2871236
283,0,0,0,0,22,13,17,9,18,17,8,11,60a9610cae689e66af400f01,6629658113ec221fd75635bb,65bfbcfe58e4443614db3717,644148a9f10fc1d87705199c
284,0,0,0,0,16,20,10,16,14,20,9,13,5d90f475c83a770017213e12,6020606d7b0258677b881f63,662a5d4dabae70ece2dfcc21,5fd66ce8aec66457ff73d743
285,0,0,0,0,17,11,9,4,12,8,17,1,660b25c6dbb488bc2e76a015,5cc75883d37a59001743208a,668e88ea6a476e76e0c1993b,5b56f9602a4d0c0001aed3c4
286,0,0,0,0,6,16,10,8,10,10,9,13,65ebc9caa364ea3e3a71490c,647f99680ecd4f7712a8c8f9,6729144ee76e6f1806c073aa,67f4274eae050958d2d5ced6
287,0,0,0,0,35,22,8,10,27,20,8,8,56504ecf1b3cda000f544e92,5dae0ea2a0e1f7001526ac22,641188f9dc73922c4fcabd1f,615914a33224dc31f1045612
288,0,0,0,0,20,1,18,17,8,0,19,8,660c77dde93bf0750a18a235,67f1b8abe144ffdfc27d371a,665cc3df1329066906fba1ad,5e3421311ddb123e1de9e6ad
289,0,0,0,0,18,13,18,16,13,11,16,17,672a799c5da8404d6f10fd61,5f509a957b38b8210b9590d8,5d5ab7dd5c65830001b05441,57ea425e5b88f5000106bb9f
290,0,0,0,0,8,14,9,3,8,10,9,9,62ff6e025f453fc70438cb58,60e0a0f11799deb4297c7eac,58d0632c2fc72000011f8c57,5c12521fbf739a0001cfeb03
291,0,0,0,0,24,9,15,17,16,9,22,18,665a66d17224187f00fca42c,60d6da388aada5f2ff645236,6706cdb16341e76f05fecd54,677591ff1a15cd3f7bd1203e
292,0,0,0,0,19,18,12,17,9,16,4,10,6688433b45d64c413f459601,6112c911a83cc494df38b468,67125d41bad27151f3ffa5a8,66ab87bdc257e16af0d47682
293,0,0,0,0,10,17,16,8,19,20,18,9,5880b43eab00f600019233fc,5e407f53008fe0000ca91bf7,6110c7e6ccdfb13e3dde5f4f,623486db68625ae062c7303c
294,0,0,0,0,16,10,8,13,12,4,16,13,665a3d4b0aa6928fcbb1c98a,67f308952524e8b1d811964c,664a85285a37ffaabc5b0205,5f1c0a9e47a90a000ad55e2c
295,0,0,0,0,10,16,3,9,19,17,9,9,5f467b8d74eeef0365ffb26e,66d3a5e51d00a637d549445b,62a9513ae9305607fd5af01a,627297684db7f8004ee92ec2
296,0,0,0,0,14,18,19,24,16,16,17,17,6695567cc7f44b2c663bfc80,6778600892389a6812313be6,5e9b60ab511e7a0650994050,63654eb1267acd98fe596858
297,0,0,0,0,3,21,15,18,6,25,13,20,6152d75634b966697b09920f,60f2a2b4932fed5326988e0f,616409d682e9fb900e9ad36f,5a068d5b074b190001251791
298,0,0,0,0,9,16,20,18,18,10,17,24,604db6324496c57afe822770,5ec05133b6b9b744d8394626,6630fe529aafd2ed163cfd25,5f3fdbf989c7a90853e0f395
299,0,0,0,0,9,19,3,25,12,18,8,19,665ae4a2c2815b2a78502f1e,675df96b5f9fce8b022ec062,5987030cfd8cca00015cbc26,60b8198defba8da1d95a93b8
300,0,0,0,0,14,17,9,9,9,16,11,10,6775d2dc10021f9d74ab65aa,66df530525ff636218e380bf,6750e0068ca44f6ecff8b70d,66217266b0f9502da6cfa372
301,0,0,0,0,6,21,16,10,9,28,16,18,5ee93810c5c13215484b8336,67461d4d0e1f14c52691668e,6604610e7a4c3d8b8aa2309f,5c92017dc719fc00017df090
302,0,0,0,0,21,17,13,13,16,19,11,12,5a09ebdf087f2e0001eae39f,6273088a00cf446a9c9cd8f6,67192772145dbc0cb62456c8,60fd0c7f3feef315172385cf
303,0,0,0,0,21,4,9,16,20,10,10,10,60d3136e74b1871646e72544,67e542ac1e6a448fc890f511,5d23cee7771223001647e8c7,60955a048531613c66404fb2
