groupid,gender1,gender2,gender3,gender4,round2score1,round2score2,round2score3,round2score4,round3score1,round3score2,round3score3,round3score4,id1,id2,id3,id4
152,2,1,2,1,9,9,20,20,16,18,15,20,664d2e40c74692f394c62ba5,5d30790f326b0f0017a2a828,60e845f301f5a5901200baf4,67203bff74dea717e8b9e1ea
153,2,1,1,2,11,17,18,11,4,25,12,12,676580dc3295097751741abc,66edc94424f4081033b40827,63a9a8f2f098b7e45bd03721,5fbb062e91513797e214827d
154,2,1,2,1,10,12,6,17,18,10,1,26,64bbe3ccf05e537a07257be2,68be70622ee8091966295a7a,652942ba7a6bc3c9f6aa792d,5ef52a87f04c781600ae4114
155,2,2,1,1,16,13,3,16,17,7,16,15,5f273a1646f68e514633ee27,5dc6d78cac77c74d18692044,6712c14c23a005c694db2818,5bd283469afb5b00015bdd5a
156,1,1,2,2,18,15,18,16,17,11,16,17,667326a0e84c107129cb3b26,5c8651b69a306000016f7c35,5d5eb07672a0690001cee147,66a0927ece1a5dca873770d2
157,1,2,1,2,11,16,11,1,17,10,13,9,5d654a1e855d77001b10dd92,60ed501279c68ea1a313d0aa,5e4761e624b17f2239a6473a,66a9843c53827f826e9738ed
158,2,1,2,1,18,18,20,20,10,17,11,21,66463e116fc8d8d5ad34e273,665d92a608fef982937744df,668995230e63dee5f0165681,673b27194ee61c182145405b
159,2,1,2,1,8,16,12,16,5,20,16,11,67853d0565a82363289d36c4,5cd1d1f7db7024000195cc75,5f4738bfa043201203a27b4b,5d9750fe74d24900145633a7
160,1,2,2,1,13,17,22,10,12,21,16,11,5b5f35fe64516800018b8ed2,66439d24bf5f2505d7929c12,5c20056791305c000171dcd9,634e9bff0e8c21e97c621cb1
161,2,1,1,2,8,29,16,17,12,24,16,16,62ea886b85096aa584310ad3,66226b0252ed8d32a4c59ef8,67a93cc4edad2048c6746727,5f42966cafb00848de3c0355
162,2,1,1,2,17,12,32,12,17,16,30,16,668d358cb504063550c14083,63d7a26f594b17eba6a83328,5f4d968cacc80fa73143cdf3,5e69987e0873d600084bc920
163,2,1,1,2,11,14,10,24,16,20,9,18,56c81007ba8e37000d7b211e,60fd00abc3abd38c0302fde8,67449b2d46dfbc02a0f083b3,5d092c1f7dad2200193be669
164,1,1,2,2,9,4,9,11,11,4,9,11,6631dd70c1393b01137d8453,5c2ebf3e626018000134986f,605e622287f0e806ffe04590,5f8e0a296626561cd3d0fb07
165,2,1,1,2,3,4,11,10,9,10,11,9,66b41d5d3c2a978a7aac2264,5edeea354d54cb1a825aa8f9,60f4696161736ffaef73b434,682cd328bd53185cbbb59840
166,2,2,1,1,17,17,27,26,18,16,25,20,5fc686297a22da0524cc09dd,5967e9a831394d0001abdb3f,63468b4dc2726a47dac86511,5df14a70c0b81f06aea3c380
167,2,2,1,1,3,7,8,12,17,4,5,16,5f1dea279f4818757f07f087,671b9cb13465bc092b8712c1,6719170f0f458ffa099009cd,61bb389740db417c1a138cad
168,1,2,2,1,9,20,9,17,5,14,8,17,631623dc8a64a7f2d743deac,5a9bcd3f1eda410001366c55,5d47901043518d0017bf3c04,67e1dc9c35b6facf1079fb30
169,1,2,1,2,21,24,17,18,9,21,18,16,5a3a570307245d0001fc0692,5fa2e56fe794555527f2c8ef,593675594e31b50001ce1a08,676bc93236a95a162cd215a4
170,2,2,1,1,18,9,24,11,17,11,28,0,5d7fd2a5987f70001602d95b,6634e0e2300e0d377e2cf876,5bd2d397f92a480001c64dcb,676dcbd74fba5b642d1e2f01
171,2,1,2,1,4,7,9,18,5,9,8,19,66fc6008cda3d277a8978dbf,667af145fa8225b6be0e79b8,6610feb47a58c90ed439d79d,602c0fc2eff74b4748e9b41e
172,1,1,2,2,12,13,12,8,16,12,11,20,56ab82d869b247000d5ccf0a,638a3fd5992f01b81d0e1e93,66572ce80b83b5ae5cb07a0c,66300ebc7bdf6f53198b7eba
173,1,2,2,1,16,16,8,11,20,12,10,8,5e98e245aa25c6120f522a40,67ad517b1efac540ebdd1752,615239af65358edf57e7a095,57c725d89a5f4f0001f661bd
174,2,1,1,2,24,9,11,8,18,11,16,10,56fb454534a0d300061a5070,6637a2e174aac353a2dbc968,59014a56baa70f0001ea4c3b,609ec5e8e5a3da020adefde8
175,2,1,1,2,9,19,18,11,8,19,12,9,65e7795d1685521fd01bd49a,63d076d846d3d9dc35910778,5f1c29f047a90a049690ef7e,6743e6101f2338a21e1437b3
176,2,1,1,2,17,24,24,9,17,20,25,11,673c62cf434c71ae8abbe572,66912d746957af5438f296e1,5d5d65f84bd7800017a4f90e,57fde8979c39b3000179e347
177,2,1,2,1,18,14,16,17,11,9,10,16,672d6ce84b0aed8071b170a5,644a9152838d4d270af3b94f,665722639f7a09a8815bf198,5b97f70161c19e00018db4a8
178,1,2,2,1,20,10,18,13,20,8,16,16,68a741770ddcfded8f735e8e,647845ab90c460ec4a86efba,5eab170759f5390b776df5a1,62a0f99814d73df8032871a9
179,2,1,2,1,10,9,16,10,16,0,17,11,5be2ef2206c23800019f4731,5eef7517c8692d20c3279493,5c6ae4c31b9d0e000190bacc,6650ecda2657647b60a302eb
180,2,2,1,1,12,10,26,8,11,0,25,11,5f2f280854c3203084e218e5,652ecb92078fe073ab29b920,676f2ff678d74407b518207d,6705bf2688ed88bcafd57446
181,1,2,1,2,18,8,24,9,21,10,16,4,5e7b804f9379140478c688da,667ae31217cd77ff1091dcab,67657496bf49edcdd8ceb8a4,66042d8fc8f0421abb8ecf06
182,2,2,1,1,8,19,12,10,4,8,20,19,66683545735678b36a28c87b,5a9bff3b6475f900019ffc51,674499298b5241ab1d4e8974,64fa825ca23617b750fdb4c6
183,1,2,1,2,5,5,13,19,13,11,22,16,666f9b23519a8d810a4c5b8a,674a488fe640fba145d7171b,5ea057b821f4e400081b71a7,66d1a34290c0181302a08f66
184,1,1,2,2,8,3,18,10,11,5,20,14,62d488043c7590e53ee7683f,611a8d23c1d17506a23df589,6400d9b9ff7296c2bce939ef,6772eeb04cc894a8827b1ed1
185,1,2,2,1,31,8,2,17,28,4,8,10,61bb36eb40db417c1a13895a,5d24e7aec81128001721628f,6660f30d9cab7604513cf59b,6566231923f79d4cff72f7d0
186,1,2,1,2,29,16,10,17,25,17,16,10,57165ba7c5aca2000a8d32ca,62029a95ef1cb18a1337c695,594a481105e73f0001450009,66f87d84fcfe786a13ff1edb
187,2,2,1,1,12,16,12,17,19,10,16,13,5d9b02cd4ce5d302eb84801d,609c2dcbc88bdd19e0be4b98,66796f6a50ac90662e958273,5f622fbe1fbbd21051cb28b3
188,1,1,2,2,26,25,4,11,25,21,9,0,5e0fa2ede5abae000bd43bda,5e6a6d1f833f2d021f683ea7,602fc626090088d257016a7c,563fc664074be600055e9677
189,1,2,1,2,19,10,13,8,16,16,18,11,5ff46a6bb890b164e9ba5f8b,55eee81b9df9fe000efae1d4,5da486f989f3800015f5a4d3,5edff4f2ffed853362263267
190,1,2,2,1,11,1,16,16,17,2,9,9,5e0a8de6b6385332d7cae588,56888951d7848e000c39a122,605e491b152b38b079a9ca7c,6234b3775193f8e94ee8c626
191,2,2,1,1,12,12,13,13,9,16,16,8,677fea44f0780e29406c0f6a,676054fd8c08c71e4bb7c969,62b5da77688feb883eba275d,56d84c584a9be1000a535f9c
192,1,2,1,2,12,4,19,8,9,10,24,4,574cca765e5491000f3c89e0,659d52af923c07a8e1aac79a,67022b62378fdf9d7675d86d,643ebfff661435ecda5a3580
193,2,2,1,1,10,16,24,16,16,11,18,17,615f097035d3a6a38238039b,6557bcf605279f9c3e10c6cf,63d863ab3ccec5d222287168,6655dd1f8fa8f27af8a98304
194,2,2,1,1,8,19,20,6,3,16,18,2,676b24007b0a13eef244f7bf,669596ba18d75e2e696b992e,67657e578046d60e4b772013,62b33c9875d3ea1a7812f232
195,1,2,2,1,20,22,10,19,25,16,8,19,6778aa34a81ab2f07e0d4c25,5acc6abbfa3b4e000173c8b5,5fd76b7d246a3705a25c9a94,637f89ffcbf20bd680c0d79e
196,1,2,2,1,13,11,19,13,15,10,18,16,66606507ffb63756e160e3d6,671d1cb6e1d9b3b7a761d56c,66199b3cd796398a2ba74e05,612d3e13048ec2b299126be6
197,2,1,1,2,4,17,16,11,11,17,17,16,55d0761e34e9060012e5782a,5c376ea0eecc440001c58889,66d45f42363a8f00a02d8581,622bb4f79c52ad04bb91e752
198,2,1,1,2,13,20,28,20,20,24,22,28,65ea41d8c31c744b580de3ee,57a3de9ddcff7d0001c7d35a,566d5997d408ea00051a2a86,65cdb896f4e7ef9789379659
199,1,2,1,2,18,13,8,10,16,12,8,11,663f6c71063220be73b4ba2f,5d920df12b679a00182bbc73,6123eea8454d11a4aab5f42f,663dff19b292e4e2c5c11a1b
200,1,2,2,1,11,18,16,9,18,16,17,14,559272f4fdf99b7e42e96932,6449103e84f82d613e8d6d73,60023df907eaeb22b2f70789,5f3a94e729c8456caba57036
201,1,1,2,2,12,3,10,24,12,11,16,11,6445b13023ac3b3eb202881f,66f29abb21f82d1f9887370b,677dc8b2a9160d395ca7e008,5f953584d654c638ae82c4b2
202,2,1,1,2,3,17,12,19,6,19,10,24,5eff07d279c81803541503a8,5fb2a8dc2549858e85afae15,62a74fec726aac54b9e43d75,58a5cf959e040a0001399f07
203,2,2,1,1,6,13,20,20,4,12,16,18,612cc22830e71399b7a86841,66351c39f862c014cfa831c4,6630fbbf430541e72d02c6e5,5f0e9896f5e4e11e12c8f5ac
204,1,2,1,2,20,16,10,11,20,16,8,17,677bd72de32a542324eaa456,5d41d708128a05000183c461,676689ad3d88efc114b35097,657fa05267050fd8b627f0bc
205,1,2,2,1,9,5,9,22,6,12,11,24,672c99775b51436252e1b231,6760981a3e2500d4057d41be,60fe8de5380ae67bf7370ac8,673b185687f519c78b2f1e86
206,1,1,2,2,10,9,13,20,10,16,16,18,600b5191a434df19524dd1a0,678f63d745cfeeb045058525,63d038b1a4c7fdf5bb9259a0,5f1b12b7fbee1e07bfb2b5ee
207,1,2,1,2,22,10,6,10,17,2,11,13,66af9a2fc6601bff708bf1b1,66a3f582d7dd72932567c122,656f0ce82c0ba5e95ad58a03,62b146e365eca239ef0dbbfb
208,2,2,1,1,13,16,12,24,2,10,11,16,5a4ff86beedc32000141f232,664f41aa9da79278f9638bd5,6633ee8ca35ae4b909110ee3,60bf8f44f1188266dd8a3e85
209,2,2,1,1,10,5,19,17,16,8,23,19,66c09873c30bdebfa67284d8,682ea2d42d55eac9ceeac8aa,629e3ebd335abaaefd1111db,66edea9d406f629b67ce30b8
210,1,2,1,2,16,11,13,8,9,5,12,14,679332b7a7378f8f63f9ab84,67c1d6d98c8787be36609212,5d7a1fce27fb8a000196993e,6159ffae3dec28bbdc15a715
211,2,2,1,1,16,0,18,10,12,3,24,16,676cf85a261dedbddea3e240,67246794a85893f571f01fcc,5fd67cce91f9895969c0edee,5f96d1d4c1cd3c03ad1ee15c
212,1,1,2,2,3,1,10,16,12,0,8,13,5ea2ac265b40e81cfe8296ea,67103aecd3a626ec9024ed2a,5e9ffa9ee172201b04f1a4c6,65f8dbfcf51858f174eb7caa
213,1,2,2,1,18,10,9,1,16,9,8,4,6575c7da000442e5a54f5e24,601b0712b0701c46459aab27,659ab50980820849a02c0b5f,60cda1a1667997365f21e809
214,1,2,1,2,19,17,20,17,18,25,18,10,6609c596ac6ba651a47a15de,6112c7a6b0cc80578975e648,60008e2ee4d8c913c602e0cd,6788d82f8ec0422c248b737a
215,2,1,2,1,16,16,18,8,11,17,13,8,5b2e41eb1d2f710001fb32db,67606cca6591f7023be55e8e,5e8601d90126b207e8c7a2aa,67823189419133e67fc6e5c0
216,2,1,2,1,8,19,10,27,24,16,8,24,607254cd31c9aa4682a4672c,644016d98e4c23d7fa37632e,5f5d6b0def06255d5119a9ba,676b1d6b2bdeb2fceba3e03b
217,2,1,2,1,11,5,0,12,16,17,0,10,5efcf3be07207311b09d14ab,67a95d468d14bd6324b4bbba,6658d02b830a00e979619fb8,671fff4fced93c3e5a17f230
218,2,1,2,1,18,20,7,11,17,13,5,9,6601e63cd1d87faee4745a2b,5c4f5967aac8be0001716a65,6682d41e32aa697a30130af0,6033d643f0cc960c580c716c
219,1,1,2,2,16,20,8,21,16,16,11,16,6382a4cdf6fc083a8c910c7a,65dfb9ef84f2b03399eecc6c,66a35864d80b66f563731c3e,56d1f7f67bbc32000589a588
220,1,1,2,2,5,16,13,9,5,17,13,9,5f8de19aaf4fc8163abd08f9,62029a55ef1cb18a1337c61a,6444b1e677ebe8b4e2c23abd,62c44d672834a5c5ce7362f1
221,1,2,2,1,16,19,11,20,19,16,20,16,634e7bbcec6f28ed59e5bd59,62c7e2035db496124cf69b56,63fa47854a6eae0d497059e5,66857a5b6efcd1cf07b88707
222,2,1,1,2,9,20,9,8,4,17,17,9,57db00fcb9fb6f0001dda512,63ea88e62f54ec96a1f8dadb,570570eb61ab6a0010d484d0,5a585915eedc320001426e89
223,1,1,2,2,9,12,21,13,12,17,17,14,67d9a0498d900defba2a9dcc,6666008fd09c8744714ca817,5cfe7e8bc2acc60001196300,67fab05a945608890ebd90cb
224,1,2,1,2,16,9,11,10,17,12,19,20,63d7d6cae0accfd4f01d661e,67c595333edb693c1ebaee67,5f0b339b48213f430a2e548d,60fce0bedbae8b8996c93203
225,2,1,1,2,16,15,6,13,9,17,13,13,5c927effc719fc00157df08d,666355b585eb54794eb9f6c5,66d7fe7977b451b0107e054b,5f1833a16e55c522eeaf4dbe
226,1,2,1,2,19,21,16,10,27,19,17,15,676f0bdedfb3362f560115f0,5fe39d7a3e41f786ed4b1d73,6400df45e639d203b8518cad,5d04c56a0b54cc0001dad608
227,2,1,2,1,8,16,16,16,8,21,19,16,673bdc54bee6e22ce93d7e9f,5f0736cfad4f1e0c3c838655,5c3f080b8cb6f5000180a8c9,6772ec8f30df005ab821178c
228,2,1,2,1,15,17,19,12,16,11,24,17,5b52f4933234ab00014ca442,5d837955f1038a001f8d4ed6,6674ae115abf5a938c5e7c3d,66fd62807325f8ff288edb3f
229,1,2,1,2,13,17,14,4,18,8,12,11,6772f7a8866216d035ca2057,65ca7ce3db12aa7ea5156a0c,6927765bbe35814d222e4fe7,6722865129f6fefb67dd3921
230,2,2,1,1,18,5,8,17,12,5,8,17,67265982eb0c3fc495c6e33a,5b281303007d870001c7f24a,62fccb9647eb07d62e9b6baa,67e8ffe90ba972b691421fcf
231,1,2,1,2,8,25,11,12,8,24,8,21,5ebebcf619a604258a233c4f,5a0b06c9746ac2000157fb4f,5ed7a6ffc0996607d735bd66,5af1cf73c36b060001f7efe7
232,2,1,1,2,11,20,11,9,9,18,16,9,62c836b4ac581a6d7d8ce1ef,5dc97b86f375a969573c2c7a,667c2175b570aa694ce2f63c,66ea8a49fe8d363b3ab1c952
233,1,2,2,1,20,19,11,19,25,16,16,8,544e94c4fdf99b50bd30726c,63d8c92d2f5a27eb3c7edb89,577e1f75160201000103d95a,6599b15ac5bd63ec64f8b1f5
234,1,1,2,2,12,17,8,16,10,19,13,16,67a9034388a7629d47fdd89e,6734acb87201d0735d63632c,669d6298fbea0ccd92e79ecb,6774ba2b35bfe170ef2d7c87
235,1,2,2,1,6,12,10,0,8,11,10,16,5bc0941074e76c00019e9479,616c98c5821cbeeffb348e40,65e4d77aff8f62cfcb72fe4c,63f77b2aa0d776f479dad4e8
236,1,2,2,1,13,17,11,17,14,13,16,24,5f6e71ea9dd5cb3b2bdb45b6,6596493da160875dd60ca0b9,6672ebed0a2fc6fd8ad014c7,55887ef3fdf99b5a48cf2cb3
237,2,2,1,1,2,11,18,5,8,11,19,16,5e695632d40a492070942196,6723bebed3cb23087bebc5bd,5c28113978fad50001932f58,6619cb1e30cb95691a6dd425
238,1,2,2,1,9,9,21,14,10,9,18,11,5c389923184bfd00010b4ce7,5de83840271a1c7b0fb7ec16,677c314658f46f3c0f19ba34,5ee22888962eba660d273581
239,2,2,1,1,17,15,16,24,8,16,16,24,5f85f217f845b10f388f2ce7,669bed74eea03d0e9b06a254,66da0c1177b19236098c299a,5c439193f114f2000195658e
240,2,1,2,1,12,16,13,11,8,8,17,13,6671d8bf6e4bc111961295a1,60858334390f28f5a4fb79d3,611c0facb9bce2c353d5279b,5c3c7913b4f22c0001a0809c
241,2,1,1,2,8,9,10,8,9,19,9,9,66b737baf02edac5f7c4a384,5ae31b59ea9a600001986fac,652d7dba5d44f06ce555795b,59789a60bf453d00010a94c7
242,2,2,1,1,2,8,4,8,4,9,9,1,66cf647660d3b99b68aa87ca,5b6f5150410d9d0001a551e4,67ddcc6cfc53ee0415e0db0e,67d1509d2f6eaf6999ddc061
243,1,2,2,1,14,12,12,8,16,6,16,4,5d3cc4bd1850400016d2bb66,639fdcf5efa9e98ed809d0df,61680035775d6be6c3034464,631f6e0b69d34cd131d923f8
244,2,1,2,1,9,8,10,21,20,13,18,22,60feca9223aed7b785e6018d,60393d92ed55293a04c77920,67acfb68c3860389b0c4db4b,60fded771d362f0624a42a38
245,2,1,2,1,18,14,11,11,16,9,1,11,615a170c6eca532c6f57e09c,5eb29fdddac67500082c1089,63af62a1d6cc4166b7a6e646,66fdadbaa3ff5e732278ad0e
246,1,2,1,2,8,12,14,23,14,18,9,16,606cf604adbb6982bb382881,5cedaba627d8ce00018469bb,64007622a1b9dbf7a50405cb,683cb872454bffb744e2608c
247,2,1,2,1,11,11,4,18,12,16,5,18,661566cc7a792f3f30c15980,6722eefb6690d659a3db4560,608a0175caaa968e48ae4b6d,5eb0598b718c920e386736cd
248,1,2,2,1,8,8,10,8,5,4,10,19,6776c10da1a78e56a2cd2061,5ca4b562613eb10015b6e5f8,676065103aced1871a84ec5c,654e6a0bf9627c63cff956a7
249,1,1,2,2,24,17,13,13,24,13,11,5,5dd9a7ff98981d926df9ea18,5dcbcdaae41a9f869a761fef,665ec25c1ecf0a89934b7a7e,6544b6b0048c6646e5bf4db8
250,1,2,2,1,20,11,27,5,24,21,26,10,62b1e6851cd75aeb7e03e00e,5a0b42e4fe645f0001e9f480,60526cff1651517239360f77,5d53ddf96937fb000171d892
251,1,1,2,2,13,9,1,22,16,13,3,17,640485331e13a7bfa4a43d46,66475899abb5d338e3f2ba4f,603ceb8f82d6b0a88e6cb99a,6139bb7008f1e7f556c8b7d2
252,1,2,1,2,3,18,2,17,9,16,4,19,5d3df3d633b894001a2596a3,67cadeb08bf55a9b89a9f487,67de01d3d44c6326661a7d33,5dc135efa0910f0afef40b64
253,1,2,2,1,11,16,12,12,13,19,17,12,6662284a47e15ebf4719c42f,5dd864447beb29822b6c1e86,67c4a762d14492d4aed05e7b,60cefee15b44bd17785295f1
254,2,2,1,1,18,3,31,16,13,16,24,11,5ae88efd9d82560001bdc598,6659cb22b8e889fe11ae56d2,62e3f7b224ec70641fd86b7b,672a57f001263d65e0a989d7
255,2,1,2,1,25,16,2,17,28,16,8,20,5d0f9b5a905351000124f56c,63f81021ab46acf095efff80,6650f47bc2ef800182aa05f8,63d79f49175ff7b8a55787b7
256,2,2,1,1,12,16,16,3,16,19,15,6,6711e09a6906af2fa5b782bd,595339f4ad2ce90001b88266,66798cc98973f70b7de20460,5e4eb1de8e6da203e5b070ca
257,2,1,1,2,4,9,16,9,16,9,10,3,677aa8d8f01b0f81923c3d1c,606c2136f9fac4fb23f21934,599ab130b5566b0001aa85bb,6130bf45d26aace770c8a217
258,1,2,1,2,8,4,21,4,8,16,26,4,5ee1311e3348314f4f4a8d30,664dc01c088c4acb7473a6e5,5ce83f6ffdd26c00193b9611,5ea015577dd57200089eb811
259,2,1,2,1,8,18,7,8,11,17,6,0,66ca2d90ab22cf378a032c83,66789a1e138a59bb4ad16fa5,567dd32b4f0ef30006dbb718,641359b5040c453203e2c088
260,2,1,1,2,16,11,2,4,11,16,10,20,6665a806be52905a784f7437,608ee3228c29d0e808cc35e3,666b6cd0fd4835707cae439b,667852bad1ab6be8543df6d8
261,1,2,2,1,18,26,12,10,18,19,8,12,5c608e91001e34000145185a,59d68c3fe776fd00015ec519,5f0a7dec44c42c19a6c9f6d9,6383abf886c60b9ad27e8d44
262,1,2,2,1,6,13,12,20,4,13,12,17,5a1342b7f2e3460001edbfd2,6148f3d1074988c7852c1774,6724f64f20aa833adf9702eb,68235b144fe81cbe2c4a41a2
263,1,1,2,2,12,3,0,9,12,11,3,10,62b43d3e4927e5aa132d760f,67caeaa82e0cffb7a2935227,66598e28a133d3735cdc506f,664c99742f78f6fad5d7f7e9
264,2,2,1,1,12,24,12,19,8,19,25,16,5f39a2fd2d394917284dd66f,655d867ce204d4f63c3533df,5e493133b4bc203a048f8ce9,63003bb4d6f83995fb271ba3
265,1,2,2,1,9,19,4,11,9,20,8,11,6604553b209208bb096e10ac,5cfebb94eafc4d001a62cbc9,6773d733ef23107f61c70de7,5d337586669d96001cbbb059
266,2,2,1,1,10,16,12,14,14,16,10,16,6631d770e613584c0d5cfdba,67a54503a9d38ce3140394eb,5858c6178604ae000165e66a,6234afc11b0f28d2f618991c
267,1,2,1,2,18,10,19,16,18,17,14,26,60e569c7dcbffadf24aa1ad0,596e7593b174180001756f23,665cd9869a0ffe598b8b84a7,5dd6e8e3e426bd67d5b1c7e0
268,1,1,2,2,16,9,13,11,12,17,16,14,5d35c29a467d18001981d677,5b098ce4e80ba400017f75de,673ccffc13c6b41210c3de41,62e097c92160176b0b9c2619
269,2,2,1,1,16,2,14,12,13,4,11,17,62b08773cf2ee3e1920099c8,5a496776f7b7bc00014e1150,677a8e5affbe5673b3a79e6b,65e9b627677d2452e3c72b89
270,2,1,1,2,13,2,8,12,13,3,13,2,67435174b76a747138e8a47a,67efe4d2d2018d216ac7ff4f,63f79c4cffb2e2a2ed84f060,652809036a4ca0c161cda6e7
271,2,1,1,2,17,10,8,13,10,14,8,16,64481bca476d6bfbae2066e2,5eaae0b28ba2df0570296c3a,63fbd3e8b4865c6e1fb04614,675cf75e3c237ff931f4a43e
272,1,2,1,2,8,9,8,11,10,12,10,13,5e64f63fe8177d2669776c08,5da5d4ea6f5d4400138def3f,6773f2c6f59707888206bdd1,5f3e788210bda10837e37fca
273,2,1,2,1,16,12,12,16,16,12,16,24,6639038205f5175bb2fefbe4,67433b6e21271e2da703ee36,665f5996311028ec49e7aef7,5e718c86686c0c0b7759f340
274,2,2,1,1,10,18,12,16,3,17,16,19,568708c6369319000c268f8d,6146f8473af59b2f858aa2f2,5bd6c7a7abc5ee00017a5928,67e6d14022a912cd6c3fb682
275,2,1,1,2,8,17,10,17,10,16,16,16,5e814f98193c1983e819818f,65e209621fce0d5fd8b3265f,66c75a9fc11b8f1e78671076,678006318afafe2d811d0277
276,2,1,2,1,17,17,16,0,13,19,14,2,673b17d4ba65b6c65c88b421,67605405bfd9f40dd7ca2a24,5dcf402982569a08ddd84086,5b233660648d5b0001b7de87
277,1,2,2,1,17,8,20,8,16,16,17,20,63d9e1f02776bb4b5cd8e5e1,5b100cb0a3553300017541c8,656d24ca2d90244628b2960e,5de398993cf27939a25abc5f
278,1,2,1,2,11,9,16,17,10,8,4,24,62ed295992e96666a65cedc1,670ff7a65beb0c8e83fe3fa3,5cdc899d48d5f100195fafff,6147213e9333ddd0c65b3ed3
279,2,1,1,2,20,9,20,17,21,16,29,9,672ca130c5f43c5ed7d5d4b8,61381d5a9e64a57c2094498d,6672d841976c5e0961cc8883,65c406265066ed6bfd836579
280,1,1,2,2,18,10,10,5,20,11,12,9,644dd62589aee554eb07c017,63ea46ac57c552d3b4ff83bc,5edd36ee4aaed5a3a0d9b6d1,6660df77324bd52e8dbce2ef
281,2,1,2,1,12,17,11,4,16,16,3,4,6776bc8bb2a054d5b0a50656,672e96a109fb3b35d17ce8b2,66debd6416b5185254e88395,65429041aa9bde9216c53dc2
282,1,2,2,1,11,9,10,6,14,15,8,9,606479c20b621e3a22d6c0d5,62e98b16791977c7b8e645b2,669292033e17ed44f8376cab,6629396278644f7ca5e5d017
283,1,2,1,2,25,14,23,10,17,18,33,8,6759fa50a9bb240e423de357,55885869fdf99b4020ba0b64,55b8d0bffdf99b0f2859fe73,608349d97d46ab71fc6c7111
284,1,2,1,2,5,5,11,10,10,12,16,19,66c715bdcfed428be15f400d,5bb3e443951bd40001f1e0fd,5ecc6ffce3ca77849333e83e,613b007b4e9cc4ef5a63f334
285,2,2,1,1,11,11,12,9,8,9,16,4,656de94bf069f0a1446f47c5,5a75d51a0f1bce0001219703,581d38509b5b8800014d507e,68138b62cc045bd133cfcf6b
286,2,1,1,2,9,8,12,4,13,13,9,8,65f780dfe4aa3357ba290914,6662bbd11599452943304086,56b6e889f2fc70000b32f99e,5a6b53f3e70ca900017ab75a
287,1,2,2,1,9,16,26,13,17,13,17,9,5f6dfe80423f152bb7a96a6f,63d29a1e50cf0f82998d2564,672d22ab9bf881348b21f34b,67a85137a6f2eda1f128b8c0
288,1,2,1,2,20,8,17,10,16,4,20,12,59fd4a71f5b5a3000139379c,65aea6a1b96c1e3bfcdb2181,6772f2f973632e9abc06ff3b,62d0880f5ba6d972d1bfc63c
289,2,1,2,1,4,14,8,19,12,10,11,18,672a401ef9623837c59f3af2,61329bcf0acf6721508f7ed1,5a46d551b77a5000014a8ce9,668d16ae27f1ad4461650742
290,1,2,1,2,16,25,16,15,12,18,16,12,5fe469705312ca1c46a69898,6442eafb1f2addb162d50517,5eecb9e2c93c1e0677084323,65368c3a27f9818abb93b30f
291,1,2,2,1,12,12,8,4,8,8,3,8,677c3673a70a96852583ac26,66e4bb13a321cf28dda094ca,6784b30f53480442d02d21b8,6053790f2babfba77b1cfebb
292,2,2,1,1,8,17,8,25,3,11,8,27,6735a8f53f67c0bb18d50d43,63e52076fc677ee3ccce9a4d,691752dae4acdec500565976,558955ebfdf99b6bd06016c9
293,1,2,1,2,18,23,24,9,16,24,19,17,5a7889d32a842c0001fc3cbe,5d150669b296b500187df8f9,5c9e119a881e9800147050da,6762e3d80af1b3f2a2c3895a
294,1,1,2,2,8,10,10,0,2,10,10,12,6138e9d4aa1428328bee7cf3,67aba3ae1192aa61b99fe6c7,66293a5710fb93854b181793,657867e466a237b839df006a
295,1,2,2,1,3,10,10,12,3,12,12,16,6538fe8110063843a9f5c2b6,64ba9642130597dc3e7ee6bb,663cd0ab9a13d177b358f8f1,60a41548e296f3e79014e8ea
296,2,2,1,1,19,12,16,11,24,8,17,8,668c2c3b1c453af22c1e1e31,5d5167d1374c5d0001b56d8b,661d1672f01169fe41f1f001,60743e408fd768b1a939ed4c
297,2,1,2,1,12,11,9,16,22,8,6,11,65c1158c42ae46b4f170955f,54cf4c6ffdf99b46b96bab9a,5e825b5b469f7498f9b9f579,648377e2d90103fb05768d81
298,2,2,1,1,4,9,11,8,9,11,16,8,5883d68d300c0b000113db56,67e9c73caada4a6aea341f5b,656f9199da13da6cd7f00b23,64fb3be137d2bd2bdfab8ba6
299,2,1,2,1,4,21,21,24,8,17,21,16,5c0c3112594d92000167bdcd,5f6cfa7d98818114a0d8d75e,676edb8ebfddac82b8e23c49,668c65ea561d096dc00ce7e9
300,2,1,2,1,9,17,10,17,10,4,10,13,66fcb4019a3324429051348c,6294ea804cdf1298eefa87ac,66cc4546f9e3a25d2adc51c8,5e904f36cc3d6c355bbf48fa
301,2,1,2,1,13,24,18,23,9,16,18,23,56f92b84895094000b8f485a,5c762ce8eda5da001662be0b,63ef9075e5af59d34db2fe5d,6413799cf7721ee0ce637e09
302,2,1,1,2,17,11,4,9,14,16,16,11,6773b840c558767d3804febe,677c358117d1ac70048fd3c6,5e9f0bc126557006ea49d1f4,66117731dd2d071debd435a4
303,1,1,2,2,10,20,9,9,11,18,1,10,6765d333ac870a0a1b66157c,63e554b7631c8ec3ce069e32,67424c6b07d7d42c5ed0511d,5eea9efc609f0d1ad38199bd
